Project#,imaged,Morphospecies#,MorphospeciesName,phylum,subphylum,superclass,class,subclass,infraclass,subterclass,superorder,order,suborder,infraorder,parvorder,Zoosection,Zoosubsection,superfamily,epifamily,family,subfamily,supertribe,tribe,subtribe,genus,subgenus,specificEpithet,infraspecificEpithet,scientificName,sex,identifiedBy,identificationRemarks,establismentMeans ,basisOfRecord,institutionID,datasetID,catalogNumber,institutionCode,collectionCode,individualCount,lifeStage,preparations,occurrenceRemarks,recordedBy,associatedMedia,associatedTaxa,associatedReferences,associatedSequences,eventID,parentEventID,samplingProtocol,sampleSizeValue,sampleSizeUnit,samplingEffort,eventTime,year,month,day,habitat,fieldNumber,fieldNotes,eventRemarks,locationID,islandGroup,island,country,stateProvince,county,municipality,locality,verbatimLocality,verbatimElevation,verticalDatum,minimumElevationInMeters,maximumElevationInMeters,verbatimLatitude,verbatimLongitude,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,georeferencedBy,georeferencedDate,georeferenceProtocol,georeferenceSources,georeferenceRemarks,
SBBG-PIRU_0090,n,,Dasytinae,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Coleoptera,Polyphaga,Cucujiformia,,,,Cleroidea,,Melyridae,Dasytinae,,,,,,,,,,Jose M. Flores,,,,,SBBG-PIRU_,0090,,,1,adult,80% EtOH,,Kylie J. Etter & Sarah J. Cusser,,,,,C16-NET,,sweep net,30,sweeps,30 sweeps,11:00-13:30,2022,5,20,,C16-NET,,"A total of 30 sweeps were conducted to cover the whole plot. This collection was a part of an experiment to compare the insect communites on unmanipulated control plots (mostly covered by non-native mustard plants) and plots in which native plants were planted. This was a control plot, and no native plants were added.",C16,,,United States,California,Ventura,Piru,Lake Piru,,449 m,EGM96,,,34.49812698,-118.7589569,34.49812698,-118.7589569,WGS84,,,,Coordinates were recorded in the field with a Bad Elf. Elevation was obtained in Google Earth using the decimal coordinates.,Google Earth,,
SBBG-PIRU_0091,n,,Dasytinae,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Coleoptera,Polyphaga,Cucujiformia,,,,Cleroidea,,Melyridae,Dasytinae,,,,,,,,,,Jose M. Flores,,,,,SBBG-PIRU_,0091,,,1,adult,80% EtOH,,Kylie J. Etter & Sarah J. Cusser,,,,,C16-NET,,sweep net,30,sweeps,30 sweeps,11:00-13:30,2022,5,20,,C16-NET,,"A total of 30 sweeps were conducted to cover the whole plot. This collection was a part of an experiment to compare the insect communites on unmanipulated control plots (mostly covered by non-native mustard plants) and plots in which native plants were planted. This was a control plot, and no native plants were added.",C16,,,United States,California,Ventura,Piru,Lake Piru,,449 m,EGM96,,,34.49812698,-118.7589569,34.49812698,-118.7589569,WGS84,,,,Coordinates were recorded in the field with a Bad Elf. Elevation was obtained in Google Earth using the decimal coordinates.,Google Earth,,
SBBG-PIRU_0092,n,,Dasytinae,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Coleoptera,Polyphaga,Cucujiformia,,,,Cleroidea,,Melyridae,Dasytinae,,,,,,,,,,Jose M. Flores,,,,,SBBG-PIRU_,0092,,,2,adult,80% EtOH,,Kylie J. Etter & Sarah J. Cusser,,,,,C21-NET,,sweep net,30,sweeps,30 sweeps,11:00-13:30,2022,5,20,,C21-NET,,"A total of 30 sweeps were conducted to cover the whole plot. This collection was a part of an experiment to compare the insect communites on unmanipulated control plots (mostly covered by non-native mustard plants) and plots in which native plants were planted. This was a control plot, and no native plants were added.",C21,,,United States,California,Ventura,Piru,Lake Piru,,436 m,EGM96,,,34.49788666,-118.7588348,34.49788666,-118.7588348,WGS84,,,,Coordinates were recorded in the field with a Bad Elf. Elevation was obtained in Google Earth using the decimal coordinates.,Google Earth,,
SBBG-PIRU_0093,n,,Dasytinae,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Coleoptera,Polyphaga,Cucujiformia,,,,Cleroidea,,Melyridae,Dasytinae,,,,,,,,,,Jose M. Flores,,,,,SBBG-PIRU_,0093,,,1,adult,80% EtOH,,Kylie J. Etter & Sarah J. Cusser,,,,,C21-NET,,sweep net,30,sweeps,30 sweeps,11:00-13:30,2022,5,20,,C21-NET,,"A total of 30 sweeps were conducted to cover the whole plot. This collection was a part of an experiment to compare the insect communites on unmanipulated control plots (mostly covered by non-native mustard plants) and plots in which native plants were planted. This was a control plot, and no native plants were added.",C21,,,United States,California,Ventura,Piru,Lake Piru,,436 m,EGM96,,,34.49788666,-118.7588348,34.49788666,-118.7588348,WGS84,,,,Coordinates were recorded in the field with a Bad Elf. Elevation was obtained in Google Earth using the decimal coordinates.,Google Earth,,
SBBG-PIRU_0094,n,,Dasytinae,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Coleoptera,Polyphaga,Cucujiformia,,,,Cleroidea,,Melyridae,Dasytinae,,,,,,,,,,Jose M. Flores,,,,,SBBG-PIRU_,0094,,,1,adult,80% EtOH,,Kylie J. Etter & Sarah J. Cusser,,,,,R20-NET,,sweep net,30,sweeps,30 sweeps,11:00-13:30,2022,5,20,,R20-NET,,"A total of 30 sweeps were conducted to cover the whole plot. This collection was a part of an experiment to compare the insect communites on unmanipulated control plots (mostly covered by non-native mustard plants) and plots in which native plants were planted. This was a restoration plot, and 18 different species of native plants were planted in rows in March 2022.",R20,,,United States,California,Ventura,Piru,Lake Piru,,436 m,EGM96,,,34.49785995,-118.7589645,34.49785995,-118.7589645,WGS84,,,,Coordinates were recorded in the field with a Bad Elf. Elevation was obtained in Google Earth using the decimal coordinates.,Google Earth,,
SBBG-PIRU_0095,n,,Dasytinae,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Coleoptera,Polyphaga,Cucujiformia,,,,Cleroidea,,Melyridae,Dasytinae,,,,,,,,,,Jose M. Flores,,,,,SBBG-PIRU_,0095,,,2,adult,80% EtOH,,Kylie J. Etter & Sarah J. Cusser,,,,,R20-NET,,sweep net,30,sweeps,30 sweeps,11:00-13:30,2022,5,20,,R20-NET,,"A total of 30 sweeps were conducted to cover the whole plot. This collection was a part of an experiment to compare the insect communites on unmanipulated control plots (mostly covered by non-native mustard plants) and plots in which native plants were planted. This was a restoration plot, and 18 different species of native plants were planted in rows in March 2022.",R20,,,United States,California,Ventura,Piru,Lake Piru,,436 m,EGM96,,,34.49785995,-118.7589645,34.49785995,-118.7589645,WGS84,,,,Coordinates were recorded in the field with a Bad Elf. Elevation was obtained in Google Earth using the decimal coordinates.,Google Earth,,
SBBG-PIRU_0096,n,,Dasytinae,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Coleoptera,Polyphaga,Cucujiformia,,,,Cleroidea,,Melyridae,Dasytinae,,,,,,,,,,Jose M. Flores,,,,,SBBG-PIRU_,0096,,,1,adult,80% EtOH,,Kylie J. Etter & Sarah J. Cusser,,,,,R20-NET,,sweep net,30,sweeps,30 sweeps,11:00-13:30,2022,5,20,,R20-NET,,"A total of 30 sweeps were conducted to cover the whole plot. This collection was a part of an experiment to compare the insect communites on unmanipulated control plots (mostly covered by non-native mustard plants) and plots in which native plants were planted. This was a restoration plot, and 18 different species of native plants were planted in rows in March 2022.",R20,,,United States,California,Ventura,Piru,Lake Piru,,436 m,EGM96,,,34.49785995,-118.7589645,34.49785995,-118.7589645,WGS84,,,,Coordinates were recorded in the field with a Bad Elf. Elevation was obtained in Google Earth using the decimal coordinates.,Google Earth,,
SBBG-PIRU_0097,n,,Dasytinae,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Coleoptera,Polyphaga,Cucujiformia,,,,Cleroidea,,Melyridae,Dasytinae,,,,,,,,,,Jose M. Flores,,,,,SBBG-PIRU_,0097,,,1,adult,80% EtOH,,Kylie J. Etter & Sarah J. Cusser,,,,,R20-NET,,sweep net,30,sweeps,30 sweeps,11:00-13:30,2022,5,20,,R20-NET,,"A total of 30 sweeps were conducted to cover the whole plot. This collection was a part of an experiment to compare the insect communites on unmanipulated control plots (mostly covered by non-native mustard plants) and plots in which native plants were planted. This was a restoration plot, and 18 different species of native plants were planted in rows in March 2022.",R20,,,United States,California,Ventura,Piru,Lake Piru,,436 m,EGM96,,,34.49785995,-118.7589645,34.49785995,-118.7589645,WGS84,,,,Coordinates were recorded in the field with a Bad Elf. Elevation was obtained in Google Earth using the decimal coordinates.,Google Earth,,
SBBG-PIRU_0098,n,SBBG-PIRU_0008,Stenopodius,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Coleoptera,Polyphaga,Cucujiformia,,,,Chrysomeloidea,,Chrysomelidae,Cassidinae,,Chalepini,,Stenopodius,,,,,,Jose M. Flores,to morphospecies SBBG-PIRU_0008,,,,SBBG-PIRU_,0098,,,1,adult,80% EtOH,,Kylie J. Etter & Sarah J. Cusser,,,,,R20-NET,,sweep net,30,sweeps,30 sweeps,11:00-13:30,2022,5,20,,R20-NET,,"A total of 30 sweeps were conducted to cover the whole plot. This collection was a part of an experiment to compare the insect communites on unmanipulated control plots (mostly covered by non-native mustard plants) and plots in which native plants were planted. This was a restoration plot, and 18 different species of native plants were planted in rows in March 2022.",R20,,,United States,California,Ventura,Piru,Lake Piru,,436 m,EGM96,,,34.49785995,-118.7589645,34.49785995,-118.7589645,WGS84,,,,Coordinates were recorded in the field with a Bad Elf. Elevation was obtained in Google Earth using the decimal coordinates.,Google Earth,,
SBBG-PIRU_0099,y,SBBG-PIRU_0099,Agrilus,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Coleoptera,Polyphaga,Elateriformia,,,,Buprestoidea,,Buprestidae,Agrilinae,,Agrilini,,Agrilus,,,,,,Jose M. Flores,to Agrilus,,,,SBBG-PIRU_,0099,,,1,adult,pinned,,Kylie J. Etter & Sarah J. Cusser,https://www.inaturalist.org/observations/150445522,,,,R20-NET,,sweep net,30,sweeps,30 sweeps,11:00-13:30,2022,5,20,,R20-NET,,"A total of 30 sweeps were conducted to cover the whole plot. This collection was a part of an experiment to compare the insect communites on unmanipulated control plots (mostly covered by non-native mustard plants) and plots in which native plants were planted. This was a restoration plot, and 18 different species of native plants were planted in rows in March 2022.",R20,,,United States,California,Ventura,Piru,Lake Piru,,436 m,EGM96,,,34.49785995,-118.7589645,34.49785995,-118.7589645,WGS84,,,,Coordinates were recorded in the field with a Bad Elf. Elevation was obtained in Google Earth using the decimal coordinates.,Google Earth,,
SBBG-PIRU_0100,n,,Dasytinae,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Coleoptera,Polyphaga,Cucujiformia,,,,Cleroidea,,Melyridae,Dasytinae,,,,,,,,,,Jose M. Flores,,,,,SBBG-PIRU_,0100,,,1,adult,80% EtOH,,Kylie J. Etter & Sarah J. Cusser,,,,,C4-NET,,sweep net,30,sweeps,30 sweeps,11:00-13:30,2022,5,20,,C4-NET,,"A total of 30 sweeps were conducted to cover the whole plot. This collection was a part of an experiment to compare the insect communites on unmanipulated control plots (mostly covered by non-native mustard plants) and plots in which native plants were planted. This was a control plot, and no native plants were added.",C4,,,United States,California,Ventura,Piru,Lake Piru,,475 m,EGM96,,,34.49760056,-118.7614441,34.49760056,-118.7614441,WGS84,,,,Coordinates were recorded in the field with a Bad Elf. Elevation was obtained in Google Earth using the decimal coordinates.,Google Earth,,
SBBG-PIRU_0101,n,SBBG-PIRU_0101,Apis mellifera,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Hymenoptera,Apocrita,Aculeata,,,,Apoidea,Anthophila,Apidae,Apinae,,Apini,,Apis,,mellifera,,Apis mellifera,female,Kylie J. Etter,to Apis mellifera,,,,SBBG-PIRU_,0101,,,1,adult,pinned,,José M. Flores & Neda Brehm ,,,,,Z6-1,,pitfall trap,24,hours,24 hours,9:00AM 2022/5/19 - 9:00AM 2022/5/20,2022,5,20,,Z6-1,,"A pitfall trap was left out for 24 hours, there were 2 pitfall traps in the 4x4m plot placed about 2 feet apart. This collection was a part of an experiment to compare the insect communites on unmanipulated control plots (mostly covered by non-native mustard plants), plots in which native plants were planted and reference plots with intact native chaparral habitat. This was a reference plot. References plots were dominated by Malacothamnus fasciculatus, Salvia leucophylla, and Artemesia californica.",Z6,,,United States,California,Ventura,Piru,Lake Piru,,421 m,EGM96,,,34.49752808,-118.7583542,34.49752808,-118.7583542,WGS84,,,,Coordinates were recorded in the field with a Bad Elf. Elevation was obtained in Google Earth using the decimal coordinates.,Google Earth,,
SBBG-PIRU_0102,n,SBBG-PIRU_0101,Apis mellifera,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Hymenoptera,Apocrita,Aculeata,,,,Apoidea,Anthophila,Apidae,Apinae,,Apini,,Apis,,mellifera,,Apis mellifera,female,Kylie J. Etter,to Apis mellifera,,,,SBBG-PIRU_,0102,,,1,adult,pinned,,"Kylie J. Etter, Sarah J. Cusser, & Madison Hall",,,,,C8-NET,,sweep net,30,sweeps,30 sweeps,11:00-13:30,2022,5,20,,C8-NET,,"A total of 30 sweeps were conducted to cover the whole plot. This collection was a part of an experiment to compare the insect communites on unmanipulated control plots (mostly covered by non-native mustard plants) and plots in which native plants were planted. This was a control plot, and no native plants were added.",C8,,,United States,California,Ventura,Piru,Lake Piru,,465 m,EGM96,,,34.49782562,-118.7607651,34.49782562,-118.7607651,WGS84,,,,Coordinates were recorded in the field with a Bad Elf. Elevation was obtained in Google Earth using the decimal coordinates.,Google Earth,,
SBBG-PIRU_0103,y,SBBG-PIRU_0103,Diadasia A,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Hymenoptera,Apocrita,Aculeata,,,,Apoidea,Anthophila,Apidae,Apinae,,Emphorini,,Diadasia,,,,,female,Kylie J. Etter | John Ascher (johnascher),to Diadasia | confirmed to Diadasia on iNaturalist,,,,SBBG-PIRU_,0103,,,1,adult,pinned,,Kylie J. Etter & Sarah J. Cusser,https://www.inaturalist.org/observations/149001573,,,,R17-2,,pitfall trap,24,hours,24 hours,9:00AM 2022/5/19 - 9:00AM 2022/5/20,2022,5,20,,R17-2,,"A pitfall trap was left out for 24 hours, there were 2 pitfall traps in the 4x4m plot placed about 2 feet apart. This collection was a part of an experiment to compare the insect communites on unmanipulated control plots (mostly covered by non-native mustard plants) and plots in which native plants were planted. This was a restoration plot, and 18 different species of native plants were planted in rows in March 2022.",R17,,,United States,California,Ventura,Piru,Lake Piru,,447 m,EGM96,,,34.49810028,-118.758934,34.49810028,-118.758934,WGS84,,,,Coordinates were recorded in the field with a Bad Elf. Elevation was obtained in Google Earth using the decimal coordinates.,Google Earth,,
SBBG-PIRU_0104,y,SBBG-PIRU_0104,Diadasia B,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Hymenoptera,Apocrita,Aculeata,,,,Apoidea,Anthophila,Apidae,Apinae,,Emphorini,,Diadasia,,,,,male,Kylie J. Etter | John Ascher (johnascher),"to Diadasia male, base of mandible yellow | confirmed to Diadasia on iNaturalist",,,,SBBG-PIRU_,0104,,,1,adult,pinned,,Kylie J. Etter & Sarah J. Cusser,https://www.inaturalist.org/observations/149001574,,,,C10-1,,pitfall trap,24,hours,24 hours,9:00AM 2022/5/19 - 9:00AM 2022/5/20,2022,5,20,,C10-1,,"A pitfall trap was left out for 24 hours, there were 2 pitfall traps in the 4x4m plot placed about 2 feet apart. This collection was a part of an experiment to compare the insect communites on unmanipulated control plots (mostly covered by non-native mustard plants) and plots in which native plants were planted. This was a control plot, and no native plants were added.",C10,,,United States,California,Ventura,Piru,Lake Piru,,469 m,EGM96,,,34.49792862,-118.7606735,34.49792862,-118.7606735,WGS84,,,,Coordinates were recorded in the field with a Bad Elf. Elevation was obtained in Google Earth using the decimal coordinates.,Google Earth,,
SBBG-PIRU_0105,n,SBBG-PIRU_0103,Diadasia A,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Hymenoptera,Apocrita,Aculeata,,,,Apoidea,Anthophila,Apidae,Apinae,,Emphorini,,Diadasia,,,,,male,Kylie J. Etter,"to Diadasia male different than 105 because the base of the mandible is dark, morphing the same as the female",,,,SBBG-PIRU_,0105,,,1,adult,pinned,,Kylie J. Etter & Sarah J. Cusser,,,,,C5-NET,,sweep net,30,sweeps,30 sweeps,11:00-13:30,2022,5,20,,C5-NET,,"A total of 30 sweeps were conducted to cover the whole plot. This collection was a part of an experiment to compare the insect communites on unmanipulated control plots (mostly covered by non-native mustard plants) and plots in which native plants were planted. This was a control plot, and no native plants were added.",C5,,,United States,California,Ventura,Piru,Lake Piru,,461 m,EGM96,,,34.49765396,-118.7608948,34.49765396,-118.7608948,WGS84,,,,Coordinates were recorded in the field with a Bad Elf. Elevation was obtained in Google Earth using the decimal coordinates.,Google Earth,,
SBBG-PIRU_0106,n,SBBG-PIRU_0106,Halictus tripartitus,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Hymenoptera,Apocrita,Aculeata,,,,Apoidea,Anthophila,Halictidae,Halictinae,,Halictini,,Halictus,,tripartitus,,Halictus tripartitus,female,Kylie J. Etter,to Halictus tripartitus,,,,SBBG-PIRU_,0106,,,1,adult,pinned,,Kylie J. Etter & Sarah J. Cusser,,,,,R6-2,,pitfall trap,24,hours,24 hours,9:00AM 2022/5/19 - 9:00AM 2022/5/20,2022,5,20,,R6-2,,"A pitfall trap was left out for 24 hours, there were 2 pitfall traps in the 4x4m plot placed about 2 feet apart. This collection was a part of an experiment to compare the insect communites on unmanipulated control plots (mostly covered by non-native mustard plants) and plots in which native plants were planted. This was a restoration plot, and 18 different species of native plants were planted in rows in March 2022.",R6,,,United States,California,Ventura,Piru,Lake Piru,,463 m,EGM96,,,34.49768066,-118.7609253,34.49768066,-118.7609253,WGS84,,,,Coordinates were recorded in the field with a Bad Elf. Elevation was obtained in Google Earth using the decimal coordinates.,Google Earth,,
SBBG-PIRU_0107,n,SBBG-PIRU_0108,Lasioglossum (Dialictus),Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Hymenoptera,Apocrita,Aculeata,,,,Apoidea,Anthophila,Halictidae,Halictinae,,Halictini,,Lasioglossum,Dialictus,,,,female,Kylie J. Etter   ,to SBBG-PIRU_0108,,,,SBBG-PIRU_,0107,,,1,adult,pinned,,Kylie J. Etter & Sarah J. Cusser,,,,,C17-NET,,sweep net,30,sweeps,30 sweeps,11:00-13:30,2022,5,20,,C17-NET,,"A total of 30 sweeps were conducted to cover the whole plot. This collection was a part of an experiment to compare the insect communites on unmanipulated control plots (mostly covered by non-native mustard plants) and plots in which native plants were planted. This was a control plot, and no native plants were added.",C17,,,United States,California,Ventura,Piru,Lake Piru,,446 m,EGM96,,,34.49807739,-118.7589645,34.49807739,-118.7589645,WGS84,,,,Coordinates were recorded in the field with a Bad Elf. Elevation was obtained in Google Earth using the decimal coordinates.,Google Earth,,
